p_id;p_ident;p_number;p_projet;Type_publication;p_titre;p_type_com;p_speaker_invite;p_nom_conference;p_date_debut_conference;p_date_fin_conference;p_ville_conference;p_pays_conference;p_lien_conference;p_nom_journal;p_publication_journal;p_volume_journal;p_pages_journal;p_annee_publication;p_doi;p_url_bdd;p_date_soumission;p_date_notification;p_date_soumission_finale;p_nom_responsable;p_liste_auteurs;p_affiliation;p_directeur_stage;p_date_debut_stage;p_date_fin_stage;p_award;p_date_soutenance_these;p_composition_jury_these;p_etablissement_delivrant_these;p_directeur_these;p_date_debut_these;p_date_fin_these;p_nom_meeting;p_date_meeting;p_auteur;p_avec_abstract;Statut;p_actif
403;U006-2;2;U006;Communication;5GMED Architecture for Advanced Automotive and Railway Communication Services in Cross-Border Scenarios;;;FNWF 2022;12/10/2022;14/10/2022;Montreal;Canada;https://fnwf.ieee.org/;;;;;;;;;;12/10/2022;;Jad Nasredine, Estela Carmona, Ricard Vilalta, Raúl Parada, Philippe Veyssiere, Angelos Antonopoulos, José López, Judit Raja, Raül González, George Perera, Nuria Trujillo, Jorge García, Julián Garbiso, Francisco Vasquez;I2cat, I2cat, CTTC, CTTC, IRT, ATC, Cellnex, Cellnex, Cellnex, Hispasat, Hispasat, VEDECOM, I2cat;;;;non;;;;;;;;;989;0;Réalisé;1
405;S083-2;2;S083;Article journal;Downscaling shallow water simulations using artificial neural networks and boosted trees;;;;;;;;;AIMS Journals - Discrete and Continuous Dynamical Systems;25/12/2022;Accepté AIMS Journal - Killian Bakong1, , Vincent Guinot1,3, , Antoine Rousseau1,2, ,  and Gwladys Toulemonde1,2 https://www.aimsciences.org//article/doi/10.3934/dcdss.2022198 https://hal.inria.fr/hal-03818928v2;;2022;https://doi.org/10.3934/dcdss.2022198;;;;;;Killian Bakong1,4, , Vincent Guinot1,3, , Antoine Rousseau1,2, ,  and Gwladys Toulemonde1,2;1. LEMON, Inria, France  2. IMAG, Univ. Montpellier, CNRS, Montpellier, France  3. HSM, Univ. Montpellier, CNRS, IRD, Montpellier, France 4. IRT Saint Exupéry;;;;;;;;;;;;;799;0;Réalisé;1
408;A026-6;6;A026;Communication;High temperature corrosion of compositionally graded materials fabricated by Laser Metal Deposition – powder;;;EUROCORR;27/08/2023;31/08/2023;BRUXELLES;BELGIQUE;https://www.eurocorr2023.org/about-congress/;;;;;;;;16/01/2023;;13/01/2023;;Agathe Curnis (1)(2) –Ioana Popa (2) – Aurélien Prillieux (1) –  Sébastien Chevalier (2);(1) Institut de Recherche Technologique (IRT) Saint Exupéry, 3 rue Tarfaya, 31400 Toulouse, France, (2) ICB, UMR 6303 CNRS, Univ. Bourgogne Franche-Comté, 21078 Dijon Cedex;;;;;;;;;;;;;804;1;Réalisé;1
413;S001-9;9;S001;Communication;How to design a safe Ethernet TSN network on spaceraft application;;;DASIA 2023;06/06/2023;08/06/2023;SITGES;Espagne;https://eurospace.org/dasia-conference-aspx/;;;;;;;;10/02/2023;01/03/2023;01/07/2023;;Massimo Barbero, Philippe Cuenot, Damien Fruchard, Thierry Ledier, Barthelemny Attanasio;IRT, Realité Virtuelle, TAS;;;;non;;;;;;;;;84;1;Réalisé;1
414;S038-40;40;S038;Communication;ZGP par MyDataModels : Une IA frugale en données et en calculs pour le traitement de l’image embarqué sur satellites;;;World Artificial Intelligence Cannes Festival (WAICF 2023);09/02/2023;11/02/2023;Cannes;France;https://www.worldaicannes.com/;;;;;;;;;;;;Adrien Girard;IRT Saint Exupéry;;;;non;;;;;;;;;829;0;Réalisé;1
419;E003-3;3;E003;Communication;Optimal design of a three-phase 540V/70kVA SiC inverter for aircraft applications;;;ESARS-ITEC 2023;28/03/2023;31/03/2023;Venice;Italie;https://www.esars.eu/esars2023/;;;;;;;;15/01/2023;30/01/2023;10/02/2023;;Duc Hoan Tran, Bernardo Cougo, Gilles Segond, Hans Hoffmann Sathler;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
422;S085-8;8;S085;Communication;Adopting a model-based approach for satellite operations' diagnosis;;;MOSIM 2020;12/11/2020;12/11/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1130;0;Réalisé;1
423;M014-7;7;M014;Article journal;THE EFFECT OF HYDROGEN IN THE HIP TREATMENT OF ADDITIVE MANUFACTURED IN718;;;;;;;;;2023 International Hydrogen Conference;;;;;;;;;;;Niklas Ehrlin, Dawid Nadolski, Aurelien Prillieux, Mauro Ravaioli;Chalmers University of Technology/Air Liquide, Air Liquide, IRT, IRT;;;;;;;;;;;;;1251;1;Réalisé;1
424;S005-3;3;S005;Communication;Interference Analysis using the PHYLOG Modeling Language: an Industrial Case Study;;;SAFECOMP 2023 (42nd International  Conference on Computer Safety, Reliability and Security);19/09/2023;22/09/2023;Toulouse;France;https://safecomp2023.cnrs.fr/;;;;;;;;13/06/2023;22/04/2023;01/06/2023;;Guillaume Brau, Eric Jenn, Kevin Delmas, Frédéric Boniol and Emmanuel Courty;IRT, IRT, ONERA, ONERA, LIEBHERR;;;;;;;;;;;;;84;1;Refusé;1
425;M015-2;2;M015;Communication;Understanding the transfer between pulsed lasers for surface preparation;;;AB2023;13/07/2023;14/07/2023;Porto;Portugal;https://web.fe.up.pt/~ab2023/;;;;;;;;03/03/2023;;;;S Kirchner, J Lecomte, L Ferres, T Balutch, C Debras, M Péron, N Cuvillier;1IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France. 2Naval Group 3Thales Alenia Space, 5 allée des Gabians, 06156 Cannes La Bocca, France 4ArianeGroup, Les cinq chemins, rue du Touban, 33185 Le Haillan, France. 5Safran Composites, 33;;;;;;;;;;;;;381;1;Réalisé;1
426;M015-3;3;M015;Communication;Effect of coupled parameters on the robustness of laser surface preparation process;;;14th European Adhesion Conference (EURADH);10/09/2023;13/09/2023;Garmisch-Partenkirchen;Allemagne;https://dechema.de/en/euradh_wcarp_2023.html;;;;;;;;31/01/2023;;;;Sara Kirchner, IRT Saint Exupéry, Talence/France  Julie Lecomte, IRT Saint Exupéry, Talence/France Laurent Ferres, IRT Saint Exupéry, Talence/France Colin Debras, Thales Alenia Space, Cannes/France Maxime Péron, ArianeGroup, Le Haillan/France Nicolas Cuvi;Sara Kirchner, IRT Saint Exupéry, Talence/France  Julie Lecomte, IRT Saint Exupéry, Talence/France Laurent Ferres, IRT Saint Exupéry, Talence/France Colin Debras, Thales Alenia Space, Cannes/France Maxime Péron, ArianeGroup, Le Haillan/France Nicolas Cuvi;;;;;;;;;;;;;381;1;Réalisé;1
432;S038-41;41;S038;Communication;ZGP appliqué à la segmentation des images hyperspectrales;;;Conférence Nationale sur les Applications Pratiques de l’Intelligence Artificielle (APIA 2023);06/07/2023;07/07/2023;Strasbourg;France;https://pfia23.icube.unistra.fr/conferences/apia/;;;;;;;;;;;;Ingrid Grenet, Yves Bobichon, Adrien Girard;IRT Saint Exupéry, MyDataModels;;;;non;;;;;;;;;829;0;Réalisé;1
433;E002-1;1;E002;Communication;Novel 2?MPL (two-phase mechanically pumped loop ) cooling circuit evaporator design for highly dissipative space electronic;;;IMAPS THERMAL 2023;08/03/2023;09/03/2023;POITIERS;France;https://france.imapseurope.org/event/thermal-2023/;;;;;;;;21/11/2022;;06/03/2023;;Benjamin LAGIER, Frédéric BOUDESSEUL, Laure BAERT;;;;;non;;;;;;;;;1271;1;Réalisé;1
434;M015-4;4;M015;Communication;Élimination des contaminations de surface avant collage par préparation de surface laser;;;JADH2022;21/09/2022;23/09/2022;La Turballe;France;https://www.jadh-sfa.fr/;;;;;;;;30/04/2022;02/06/2022;;;S. Kirchner1, J. Lecomte1, L. Ferres1, C. Debras1,2, M. Péron1,3, N. Cuvillier1,4;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 3ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France.  4 Safran Composites, 33 Avenue ;;;;non;;;;;;;;;381;1;Réalisé;1
437;M015-5;5;M015;Communication;Deep learning architecture for the detection, labeling and online measurement of surface treatment defects by laser;;;NDE 4.0;24/10/2022;27/10/2022;Berlin;Allemagne;https://conference.nde40.com/;;;;;;;;31/03/2022;31/05/2022;;;B Martin1, S Kirchner1, J Lecomte1, J-B Duga1, L Ferres1, M Péron1,2, N Cuvillier1,3 , C Debras1,4 ;1 : IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France 2 : ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France 3. Safran Composites, 33 Avenue de la Gare, 91760 Itteville, France. 4. Thales Alenia Space, 5 Allée des ;;;;non;;;;;;;;;381;0;Réalisé;1
438;M015-6;6;M015;Poster;Surface functionalization and coating on elastomers by plasma process to improve adhesion;;;RubberCon 2023;09/05/2023;11/05/2023;Edinburgh;Ecosse;https://www.iom3.org/events-awards/rubbercon-2023.html;;;;;;;;31/12/2022;;;;C. Faure1, J. Lecomte1, L. Ferres1, C. Debras1,2, M. Péron1,3, N. Cuvillier1,4;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 3ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France.  4 Safran Composites, 33 Avenue ;;;;;;;;;;;;;381;1;Réalisé;1
440;M075-2;2;M075;Communication;SIANE 2022;;;Salon des partenaires de l'industrie;18/10/2022;20/10/2022;Toulouse;France;https://www.salonsiane.com/;;;;;;;;04/10/2022;;;;Arnaud Hacquin;Chef de projet;;;;;;;;;;;;;883;0;Réalisé;1
441;M075-3;3;M075;Communication;Conférence de presse MAMA;;;;21/04/2022;21/04/2022;Toulouse;France;https://www.irt-saintexupery.com/fr/projet-mama-30-de-gain-de-matiere-premiere-pour-des-pieces-daerostructures-en-titane/;;;;;;;;;;;;Arnaud Hacquin, Simon Perusin, Morgane Toumazet;Chef de projet, responsable centre de compétence métallique, chargé de communication;;;;;;;;;;;;;883;0;Réalisé;1
442;M075-4;4;M075;Communication;Article diffusé sur site internet IRT;;;Fabrication d'une pièce d'attache aéronautique par fabrication additive métallique;06/12/2022;06/12/2022;;;https://www.irt-saintexupery.com/mama-project-manufacturing-of-a-bracket-for-the-airbus-beluga/;;;;;;;;;;;;Thomas Gilles;Ingénieur de recherche;;;;;;;;;;;;;883;0;Réalisé;1
443;M075-5;5;M075;Communication;AEROMAT ;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;;;;;883;0;Réalisé;1
452;E001-4;4;E001;Communication;Status of ongoing tests dynamic gate stress (HTGS): inpact of differet stressors;;;ECPE Expert Discussion on dyn. HTRB/DRB testing (SiC MOSFET Reliability);31/05/2022;31/05/2022;31/05/2022;On line ;https://www.ecpe.org/events/workshops-tutorials/workshops/;;;;;;;;31/05/2022;31/05/2022;31/05/2022;;Regis MEURET Michel PITON Olivier PERROTIN;SAFRAN, ALSTOM, ALTER;;;;;;;;;;;;;536;0;Réalisé;1
457;E039-7;7;E039;Thèse;Optimization of GaN based Series Parallel Multilevel Three Phase Inverter for Aircraft Applications;;;;;;;;;;;;;;;;;;;;Hans Hoffmann Sathler;IRT Saint-Exupéry;;;;;;;;François Costa, Denis Labrousse, Bernardo Cougo;;09/12/2021;;;46;0;Réalisé;1
458;E039-8;8;E039;Thèse;CMOS Active Gate Driver for Closed-Loop dv/dt Control of Wide Bandgap Power Transistors;;;;;;;;;;;;;;;;;;;;Plinio Carlos Bau;IRT Saint-Exupéry;;;;;;;;Nicolas Rouger, Marc Cousineau, Bernardo Cougo;;03/12/2020;;;46;0;Réalisé;1
459;E039-9;9;E039;Stage;Equilibrage de tension et courant de convertisseurs multiniveaux en utilisant contrôle numérique basé sur DSP;;;;;;;;;;;;;;;;;;;;MINH HOANG NGUYEN;IRT Saint-Exupéry;Duc-Hoan TRAN;;15/09/2023;;;;;;;;;;46;0;Réalisé;1
460;E039-10;10;E039;Stage;MÉTODO PWM OTIMIZADO PARA INVERSORES FLYING CAPACITOR PARA APLICAÇÕES AERONÁUTICAS;;;;;;;;;;;;;;;;;;;;Caio Mendes;CEFET-MG, IRT Saint-Exupéry;Bernardo Cogo;;15/09/2021;;;;;;;;;;46;0;Réalisé;1
461;E039-11;11;E039;Stage;Développement des outils pour la conception des filtres CEM de la chaîne électromécanique dans un système avionique;;;;;;;;;;;;;;;;;;;;Mohamed Amine RAHMANI;IRT Saint-Exupéry;;;15/09/2018;;;;;;;;;;46;0;Réalisé;1
462;E039-12;12;E039;Stage;Rapport de stage PROJET DE FIN D’ETUDE A L’IRT SAINT EXUPERY;;;;;;;;;;;;;;;;;;;;Clément Bobier;IRT Saint-Exupéry;Bernardo Cogo;;15/09/2019;;;;;;;;;;46;0;Réalisé;1
463;E039-13;13;E039;Stage;Etude de topologies de convertisseur forte puissance pour test de câble pour les avions à propulsion électrique;;;;;;;;;;;;;;;;;;;;Lucas Kendi NAGANO ;ENSEEIHT _ IRT Saint-Exupéry;Bernardo Cogo;;15/09/2018;;;;;;;;;;46;0;Réalisé;1
464;E039-14;14;E039;Stage;Réalisation de modèles de filtrage CEM intégrable dans une plateforme MDO pour l’optimisation d’une chaîne électromécanique de puissance SiC;;;;;;;;;;;;;;;;;;;;Lucas Kendi NAGANO;ENSEEIHT - IRT Saint-Exupéry;Hans Hoffmann Sathler;;15/09/2019;;;;;;;;;;46;0;Réalisé;1
470;E039-15;15;E039;Article journal;Characterization of Low-Inductance SiC Module With Integrated Capacitors for Aircraft Applications Requiring Low Losses and Low EMI Issues;;;;;;;;;IEEE TPEL;26/02/2020;;;;;;;;;;B. Cougo, H. H. Sathler, R. Riva, V. Dos Santos, N. Roux, B. Sareni;IRT Saint-Exupéry, LAPLACE;;;;;;;;;;;;;46;0;Réalisé;1
471;E039-16;16;E039;Article journal;CMOS active gate driver for closed-loop dv/dt control of GaN transistors;;;;;;;;;TPEL;26/02/2020;;;;;;;;;;P. Bau, M. Cousineau, B. Cougo, F. Richardeau, N. Rouger;IRT Saint-Exupéry, LAPLACE;;;;;;;;;;;;;46;0;Réalisé;1
473;E039-18;18;E039;Communication;Competitive implementation of a high value power module assembly line in a high cost country;;;SIA PWTE ;;;;;;;;;;;;;;;26/02/2021;;J. Favre, A. Izoulet, J.-P. Fradin, F. Coccetti, B. Cougo;APSI3D, ICAM, IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
477;E039-22;22;E039;Communication;Loss reduction of WBG inverter by PWM techniques for the motion control of PMSM;;;IEEE International Future Energy Electronics Conference  - IFEEC 2019;;;;;;;;;;;;;;;24/02/2019;;H. Tran Duc, B. Cougo and G. Segond;;;;;;;;;;;;;;46;0;Réalisé;1
478;E039-23;23;E039;Communication;Sub-Nanosecond Delay CMOS Active Gate Driver for Closed-Loop dv/dt Control of GaN Transistors;;;IEEE International Symposium on Power Semiconductor Devices and ICs - ISPSD;;;;;;;;;;;;;;;26/02/2019;;P. Bau, M. Cousineau, B. Cougo, F. Richardeau, S. Vinnac, D. Flumian, N. Rouger;IRT Saint-Exupéry, LAPLACE;;;;;;;;;;;;;46;0;Réalisé;1
479;E039-24;24;E039;Communication;SiC and GaN in modern power converters: from characterization to applications in More Electrical Aircraft;;;MEA 2019;;;;;;;;;;;;;;;26/02/2019;;B. Cougo;Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
480;E039-25;25;E039;Communication;Differential mode input filter design for three-phase inverters used in aircraft applications;;;MEA 2019;;;;;;;;;;;;;;;26/02/2019;;H. Hoffmann, B. Cougo, J.P. Carayon;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
481;E039-26;26;E039;Communication;A CMOS gate driver with ultra-fast dV/dt embedded control dedicated to optimum EMI and turn-on losses management for GaN power transistors;;;IEEE Conference on PhD Research in Microelectronics and Electronics - PRIME;;;;;;;;;;;;;;;26/02/2018;;P. Bau, M. Cousineau, B. Cougo, F. Richardeau, D. Colin and N. Rouger;IRT Saint-Exupéry, LAPLACE;;;;;;;;;;;;;46;0;Réalisé;1
482;E039-27;27;E039;Communication;Zero Sequences Optimizing Different Criteria for Three-phase Multilevel Inverters;;;IEEE Energy Conversion Congress & Exposition - ECCE;;;;;;;;;;;;;;;26/02/2018;;B. Cougo, T. Meynard, G. Gateau and L. Morais;IRT Saint-Exupéry, UFMG, LAPLACE;;;;;;;;;;;;;46;0;Réalisé;1
483;E039-28;28;E039;Communication;Next Generation of Power Converters with SiC and GaN Components;;;CISTEM 2022;26/10/2022;28/10/2022;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
484;E039-29;29;E039;Communication;High power density and efficiency magnetic components with high leakage inductance;;;ECPE Workshop: Design, Technology, Simulation and Application Aspects of Magnetic Components in Power Electronics;22/09/2022;23/09/2022;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
485;E039-30;30;E039;Communication;Méthodologie de conception de convertisseur statique appliquée à l'aéronautique;;;Journées d'Electroniques de Puissance, SEEDS ;29/03/2022;30/03/2022;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
486;B070-1;1;B070;Poster;Power GaN Inside PCB;;;Fall Meeting - STAE Toulouse;;;;;;;;;;;;;;;27/02/2020;;B. Cougo, G. Segond, P. Kreczanik, V. Bley;IRT Saint-Exupéry, LAPLACE;;;;;;;;;;;;;46;0;Réalisé;1
487;T005-1;1;T005;Communication;Conception optimale de transformateurs haute fréquence;;;Formation IRT pour entreprise Externe;10/03/2021;11/03/2021;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
488;E039-31;31;E039;Communication;DAB CONVERTER DESIGN;;;Seminaire aux étudiants de Master et Doctorat du PPGEE/UFMG (2021);31/01/2021;31/01/2021;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Annulé;1
489;E039-32;32;E039;Communication;DAB CONVERTER DESIGN (Focus on semiconductor and transformer technologies);;;Seminaire aux étudiants de Master et Doctorat du PPGEE/UFMG (2022);03/02/2022;03/02/2022;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
491;E039-33;33;E039;Communication;Equilibrage des tensions et des courants pour les convertisseurs multiniveaux série-parallèle 540V/70kVA à base de composants GaN HEMT;;;SGE 2023;05/07/2023;07/07/2023;Lille;France;https://sge2023.sciencesconf.org/;;;;;;;;15/01/2023;;02/05/2023;;Hoan TRAN DUC, Hoang NGUYEN MINH, Bernardo COUGO, Hans H. SATHLER, Gilles SEGOND;IRT SAint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
499;A074-1;1;A074;Stage;FIABILITE DE COMPOSANTS GaN ENFOUIS DANS LE PCB;;;;;;;;;;;;;;;;;;;;Cornelia Lindsay MOURE AKERET, Bernardo COGO;IRT Saint-Exupéry;Bernardo Cogo;15/03/2022;15/09/2022;;;;;;;;;;46;0;Réalisé;1
500;E039-35;35;E039;Communication;Apports et opportunités de la fabrication additive pour la conception de composants magnétiques pour les convertisseurs de puissance;;;COMET CNES (Elaboration de composants passifs magnétiques);27/04/2018;28/04/2018;Toulouse;;;;;;;;;;;;27/04/2018;;B. Cougo, A. Fleury ;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Annulé;1
501;E039-36;36;E039;Communication;EN3-Nouvelles Electroniques de Puissance Utilisant des Semiconducteurs Disruptifs;;;Les Entretiens de Toulouse 2019;10/04/2019;11/04/2019;Toulouse;France;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
502;E039-37;37;E039;Communication;Modern Power Electronic Converters for Aircrafts with Wideband Gap Components;;;Tutorial at Conference PEDS 2019;09/07/2019;12/07/2019;Toulouse;France;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
503;E039-38;38;E039;Communication;CHARACTERIZATION AND IMPACT OF SIC AND GAN ON POWER DRIVE SYSTEMS;;;Tutorial at EPE 2020;07/09/2020;11/09/2020;Lyon;France;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
504;E039-39;39;E039;Communication;IRT Saint Exupéry – Présentation du projet E-POWERDRIVE;;;National Reliability Technology Workshop;02/02/2021;02/02/2021;;;;;;;;;;;;;;;B. Cougo;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
505;M027-2;2;M027;Poster;AGING MECHANISMS OF CERAMIC MATRIX COMPOSITES POTENTIALLY USED AS CELL LINERS IN A GEOLOGICAL DISPOSAL OF RADIOACTIVE WASTE;;;XVIIIth conference of the European Ceramic Society (ECerS);02/07/2023;06/07/2023;Lyon;France;https://www.ecers2023.org/;;;;;;;;30/01/2023;;;;Guillaume German1,2, Émilie Perret1, Francis Rebillat,2 Aurélien Debelle3 Xavier Bourbon 3 Jérôme Roger 2;1 : IRT SE, 2 : Laboratoire des Composites Thermostructuraux, 3 : Andra;;;;non;;;;;;;;;755;1;Réalisé;1
508;E039-40;40;E039;Communication;BREVET - DPI-2019-005 - Utilisation d’un fil de litz pour limiter des surtensions dans une chaîne électromécanique;;;INPI;;;;;;;;;;;;;;;12/01/2022;;COGO FRANCA Bernardo SEGOND Gilles HOFFMANN SATHLER Hans;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
509;E039-41;41;E039;Communication;BREVET - DPI 2019-008 - Câble méplat multi-couches avec permutations des couches pour la réalisation d’une bobine électrique;;;INPI;;;;;;;;;;;;;;;26/09/2022;;COGO FRANCA Bernardo SEGOND Gilles FLEURY Alexandre;IRT Saint-Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
510;V116-1;1;V116;Communication;BREVET - DPI-2022-006 - Control method for low cost power module with hybrid WBG and Si IGBT switch;;;International;;;;;;;;;;;;;;;29/07/2022;;Michel Pouget, Ayman Ayad, Bernardo Cogo França,  Marco Vinicio Teixeira Andrade;VITESCO,  IRT Saint Exupéry;;;;;;;;;;;;;46;0;Réalisé;1
511;V075-18;18;V075;Communication;Local Feature Swapping for Generalization in Reinforcement Learning;;;ICLR 2022;25/04/2022;29/04/2022;;;;;;;;;;;06/10/2021;24/01/2022;24/01/2022;;David Bertoin, Emmanuel Rachelson ;IRT Saint Exupéry, ISAE Supaero;;;;non;;;;;;;;;617;0;Réalisé;1
512;V075-19;19;V075;Article journal;Disentanglement by cyclic reconstruction;;;;;;;;;IEEE Transactions on Neural Networks and Learning Systems;03/10/2022;;;;;;;;;;David Bertoin, Emmanuel Rachelson;IRT Saint-Exupéry, ISAE Supaero;;;;;;;;;;;;;617;0;Réalisé;1
513;V075-20;20;V075;Communication;Hijacking an autonomous delivery drone equipped with the ACAS-Xu system;;;ERTS2022;01/06/2022;02/06/2022;Toulouse;;;;;;;;;;;;;;David Bertoin, Adrien Gauffriau, Jayant Sen Gupta ;IRT Saint-Exupéry, Airbus;;;;;;;;;;;;;617;0;Réalisé;1
514;V075-21;21;V075;Communication;Autonomous drone interception with Deep Reinforcement Learning;;;IJACI-ECAI 2022 Workshop: 12th International Workshop on Agents in Traffic and Transportation;23/07/2022;25/07/2022;Vienne;;;;;;;;;;;;;;David Bertoin, Adrien Gauffriau, Damien Grasset, Jayant Sen Gupta;IRT Saint-Exupéry, Airbus;;;;non;;;;;;;;;617;0;Réalisé;1
515;V075-22;22;V075;Communication;Look where you look! Saliency-guided Q-networks for generalization in visual Reinforcement Learning,;;;NeurIPS 2022;28/11/2022;09/12/2022;Nouvelle-Orléans;;;;;;;;;;;;;;David Bertoin, Adil Zouitine, Mehdi Zouitine, Emmanuel Rachelson ;IRT Saint-Exupery, ISAE Supaero;;;;non;;;;;;;;;617;0;Réalisé;1
520;E003-4;4;E003;Communication;Modélisation de la distribution aléatoire des conducteurs dans les encoches d’un bobinage statorique : impact sur les impédances de mode commun et différentiel;;;CEM 2023 Toulouse;13/06/2023;15/06/2023;Toulouse;France;https://cem2023.sciencesconf.org/data/pages/CEM2023_appel_v2bis.pdf;;;;;;;;28/12/2022;01/03/2023;01/05/2023;;A. Piat, S. Hlioui, P.-E. Lévy, F. Costa;IRT Saint Exupéry, , CY Cergy Paris Université (SATIE), ENS Paris-Saclay (SATIE), Université Paris Est Créteil (SATIE);;;;;;;;;;;;;821;1;Réalisé;1
521;E003-5;5;E003;Communication;Predictive sensitivity analysis of HF impedance of motor windings;;;EMC Europe 2023;04/09/2023;08/09/2023;Kraków;Pologne;https://emceurope2023.org/;;;;;;;;06/03/2023;30/04/2023;01/06/2023;;A. Piat, S. Hlioui, P.-E. Lévy, F. Costa;IRT Saint Exupéry, , CY Cergy Paris Université (SATIE), ENS Paris-Saclay (SATIE), Université Paris Est Créteil (SATIE);;;;;;;;;;;;;821;1;Réalisé;1
527;V075-27;27;V075;Article journal;A deep learning tool without muscle-by-muscle grading to differentiate myositis from facio-scapulo-humeral dystrophy using MRI;;;;;;;;;Diagnostic and Interventional Imaging (DII);03/12/2022;Volume 103;Pages 353-359;2022;https://doi.org/10.1016/j.diii.2022.01.012;;;;;;Vincent Fabry, Franck Mamalet, Anne Laforet, Mikael Capelle, Blandine Acket, Coralie Sengenes, Pascal Cintas, Marie Faruch-Bilfeld;Toulouse University Hospital,IRT,Toulouse University Hospital,IRT,Toulouse University Hospital,INSERM,Toulouse University Hospital,Toulouse University Hospital;;;;;;;;;;;;;595;0;Réalisé;1
